2022-03-31 17:22:26.234,670,3.27,0
2022-03-31 17:22:26.734,652,3.19,0
2022-03-31 17:22:27.244,656,3.21,0
2022-03-31 17:22:27.744,672,3.28,0
2022-03-31 17:22:28.244,695,3.40,0
2022-03-31 17:22:28.744,709,3.47,0
2022-03-31 17:22:29.244,710,3.47,0
2022-03-31 17:22:29.744,694,3.39,0
2022-03-31 17:22:30.244,658,3.22,0
2022-03-31 17:22:30.744,646,3.16,0
2022-03-31 17:22:31.254,654,3.20,0
2022-03-31 17:22:31.754,664,3.25,0
2022-03-31 17:22:32.254,692,3.38,0
2022-03-31 17:22:32.754,704,3.44,0
2022-03-31 17:22:33.254,705,3.45,0
2022-03-31 17:22:33.754,686,3.35,0
2022-03-31 17:22:34.254,650,3.18,0
2022-03-31 17:22:34.754,644,3.15,0
